address,area,rooms,criteria,price
"Mühlenstraße 20, Friedrichshain (Friedrichshain), Berlin","125,85 m²",4 Zi.4,"['Balkon/Terrasse', 'Keller', '+2']",1.057.000 €
"Mühlenstraße 20, Friedrichshain (Friedrichshain), Berlin","125,85 m²",4 Zi.4,"['Balkon/Terrasse', 'Keller', '+1']",867.000 €
"Dennewitzstraße 40, Tiergarten (Tiergarten), Berlin","84,77 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller', '+3']",648.000 €
"Dennewitzstraße 39, Tiergarten (Tiergarten), Berlin","133,62 m²",4 Zi.4,"['Balkon/Terrasse', 'Garten', '+4']",930.000 €
"Wilhelm-Caspar-Wegely-Platz 5, Tiergarten (Tiergarten), Berlin","151,24 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller', '+2']",1.338.474 €
"Wegelystraße 4A, Charlottenburg (Charlottenburg), Berlin","144,5 m²",3 Zi.3,"['Balkon/Terrasse', 'Gäste-WC', '+2']",1.310.000 €
"Heubnerweg 9a, Charlottenburg (Charlottenburg), Berlin","112,17 m²",4 Zi.4,"['Balkon/Terrasse', 'Keller', '+2']",856.673 €
"Heubnerweg 9, Charlottenburg (Charlottenburg), Berlin","95,2 m²",3 Zi.3,"['Balkon/Terrasse', 'Garten', '+3']","658.039,50 €"
"Prenzlauer Berg (Prenzlauer Berg), Berlin",161 m²,4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', '+4']",2.334.500 €
"Charlottenburg (Charlottenburg), Berlin","166,4 m²",4 Zi.4,"['Balkon/Terrasse', 'Keller', '+1']",1.290.000 €
"Lichtenberg (Lichtenberg), Berlin","82,00 - 175,00 m²",Dezember 2021,,389.900 - 899.900 €
"Charlottenburg (Charlottenburg), Berlin","43,00 - 70,00 m²",sofort,,160.000 - 389.000 €
"Am Köllnischen Park 6/7, Mitte (Mitte), Berlin","36,00 - 161,00 m²",Q4 2020,,355.000 - 1.383.500 €
"Jahnstraße 80, Britz (Neukölln), Berlin","39,00 - 122,00 m²",November 2019,,234.000 - 775.000 €
"Kurfürstenstraße 41 - 44, Tiergarten (Tiergarten), Berlin","48,00 - 165,50 m²",2021,,259.500 - 1.499.500 €
"Ebertystraße 54, Friedrichshain (Friedrichshain), Berlin","68,29 m²",2 Zi.2,['Keller'],341.500 €
"Ebertystraße 54, Friedrichshain (Friedrichshain), Berlin","75,97 m²",2 Zi.2,['Balkon/Terrasse'],375.900 €
"Ebertystraße 54, Friedrichshain (Friedrichshain), Berlin","105,22 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",509.300 €
"Marathonallee 11, Charlottenburg (Charlottenburg), Berlin","127,01 m²",4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', '+2']",699.500 €
"Marathonallee 11, Charlottenburg (Charlottenburg), Berlin","90,98 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', '+1']",499.500 €
"Grunewald (Wilmersdorf), Berlin",110 m²,2 Zi.2,"['Balkon/Terrasse', 'Garten', '+1']",698.000 €
"Kreuzberg (Kreuzberg), Berlin",83 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', '+3']",689.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",45 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', '+2']",298.000 €
"Steglitz (Steglitz), Berlin","48,00 - 230,00 m²",Mitte 2022,,338.000 - 3.039.000 €
"Jahnstraße 15, Kreuzberg (Kreuzberg), Berlin","45,00 - 126,00 m²",2021,,323.000 - 995.000 €
"Tiergarten (Tiergarten), Berlin","40,00 - 236,00 m²",auf Anfrage,,219.000 - 1.490.000 €
"Hochmeisterplatz 2, Wilmersdorf (Wilmersdorf), Berlin","99,30 - 123,90 m²",Q4 2020,,827.000 - 998.000 €
"Bouchéstraße 24, Treptow (Treptow), Berlin","43,05 m²",2 Zi.2,,142.065 €
"Holbeinstraße 58, Lichterfelde (Steglitz), Berlin","219,9 m²",6 Zi.6,"['Balkon/Terrasse', 'Keller', '+1']",849.900 €
"Pankow (Pankow), Berlin","131,6 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller', '+1']",750.000 €
"Schöneberg (Schöneberg), Berlin",66 m²,3 Zi.3,"['Einbauküche', 'Keller']",269.000 €
"Steglitz (Steglitz), Berlin",76 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', '+2']",398.000 €
"Johanniterstraße 3, Kreuzberg (Kreuzberg), Berlin","61,93 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', '+2']",257.000 €
"Emser Straße 32, Wilmersdorf (Wilmersdorf), Berlin",115 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', '+5']",995.000 €
"Düsseldorfer Str. 68a, Wilmersdorf (Wilmersdorf), Berlin","59,79 m²",2 Zi.2,['Provisionsfrei*'],200.900 €
"Bachstrasse 6, Tiergarten (Tiergarten), Berlin","78,18 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', '+1']",433.800 €
"Kreutzigerstrasse 17, Friedrichshain (Friedrichshain), Berlin","87,79 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', '+2']",423.400 €
"Torstraße 227, Mitte (Mitte), Berlin","92,5 m²",2 Zi.2,"['Provisionsfrei*', 'Keller', '+1']",1.166.000 €
"Schönwalder Straße 61, Spandau (Spandau), Berlin","76,27 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', '+3']",369.500 €
"Schönwalder Straße 61, Spandau (Spandau), Berlin","82,72 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', '+3']",449.000 €
"Hönower Straße 4-7, Karlshorst (Lichtenberg), Berlin","72,85 m²",2 Zi.2,"['Provisionsfrei*', 'Gäste-WC', '+1']",350.000 €
"Hönower Straße 4-7, Karlshorst (Lichtenberg), Berlin","111,5 m²",4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', '+2']",516.000 €
"Rosenthaler Weg 50,54, Französisch Buchholz (Pankow), Berlin","127,47 m²",4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', '+4']",590.000 €
"Rosenthaler Weg 50,54, Französisch Buchholz (Pankow), Berlin","101,6 m²",3 Zi.3,"['Provisionsfrei*', 'Keller', '+2']",625.000 €
"Tegeler Straße 8, 9, Wedding (Wedding), Berlin","86,3 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', '+3']",480.000 €
"Tegeler Straße 8, 9, Wedding (Wedding), Berlin","82,83 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', '+3']",520.000 €
"Oberschöneweide (Köpenick), Berlin","36,98 m²",1 Zi.1,"['Balkon/Terrasse', 'Garten', '+1']",125.000 €
"Heidestraße 14a, Mitte (Mitte), Berlin","30,00 - 106,00 m²",auf Anfrage,,210.000 - 870.000 €
"Tegeler Straße 8, 9, Wedding (Wedding), Berlin","47,98 m²","1,5 Zi.1,5","['Provisionsfrei*', 'Einbauküche', '+1']",345.000 €
"Tegeler Straße 8, 9, Wedding (Wedding), Berlin","65,93 m²",2 Zi.2,"['Provisionsfrei*', 'Einbauküche', '+1']",410.000 €
"Bossestraße 7, Friedrichshain (Friedrichshain), Berlin","30,24 m²",1 Zi.1,"['Provisionsfrei*', 'Aufzug']",216.000 €
"Bossestraße 7, Friedrichshain (Friedrichshain), Berlin","30,26 m²",1 Zi.1,"['Provisionsfrei*', 'Aufzug']",216.000 €
"Wilmersdorf (Wilmersdorf), Berlin","79,04 m²",3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', '+2']",429.000 €
"Oraniendamm 1-3, Wittenau (Reinickendorf), Berlin","83,7 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', '+2']",418.000 €
"Oraniendamm 1-3, Wittenau (Reinickendorf), Berlin","82,94 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', '+2']",423.000 €
"Albrechtstraße 87, Steglitz (Steglitz), Berlin","86,45 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', '+2']",559.300 €
"Albrechtstraße 87, Steglitz (Steglitz), Berlin","105,61 m²",4 Zi.4,"['Provisionsfrei*', 'Gäste-WC', '+1']",699.300 €
"May-Ayim-Ufer 6, Kreuzberg (Kreuzberg), Berlin","48,11 m²",2 Zi.2,,317.526 €
"Schützenstr. 16, Steglitz (Steglitz), Berlin","57,25 m²",2 Zi.2,,174.613 €
"Schützenstr. 16, Steglitz (Steglitz), Berlin","65,56 m²",2 Zi.2,"['Balkon/Terrasse', 'Aufzug']",210.736 €
"Ahornallee 21, Charlottenburg (Charlottenburg), Berlin","95,71 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', '+2']",785.000 €
"Waidmannsluster Damm 161-163, Waidmannslust (Reinickendorf), Berlin","124,08 m²",4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', '+2']",713.000 €
"Waidmannsluster Damm 161-163, Waidmannslust (Reinickendorf), Berlin",122 m²,3 Zi.3,"['Provisionsfrei*', 'Gäste-WC', '+1']",793.000 €
"Baseler Straße 125, 127, Lichterfelde (Steglitz), Berlin","153,87 m²",4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', '+2']",1.130.000 €
"Baseler Straße 125, 127, Lichterfelde (Steglitz), Berlin","153,62 m²",4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', '+1']",1.040.000 €
"Rudower Chaussee 34, Adlershof (Treptow), Berlin","59,01 m²",2 Zi.2,"['Provisionsfrei*', 'Aufzug']",274.000 €
"Rudower Chaussee 34, Adlershof (Treptow), Berlin","60,96 m²",3 Zi.3,"['Provisionsfrei*', 'Aufzug']",259.000 €
"Charlottenburg (Charlottenburg), Berlin","51,59 m²",1 Zi.1,['Einbauküche'],239.000 €
"Billy-Wilder-Promenade 20, Lichterfelde (Steglitz), Berlin","90,81 m²",3 Zi.3,"['Provisionsfrei*', 'Gäste-WC', '+1']",749.000 €
"Billy-Wilder-Promenade 20, Lichterfelde (Steglitz), Berlin","117,9 m²",4 Zi.4,"['Provisionsfrei*', 'Gäste-WC', '+1']",1.016.000 €
"Wilmersdorf (Wilmersdorf), Berlin",208 m²,6 Zi.6,"['Balkon/Terrasse', 'Gäste-WC', '+1']",1.350.000 €
"Am Carlsgarten 10, Karlshorst (Lichtenberg), Berlin","145,00 - 181,00 m²",sofort,,949.000 - 1.049.000 €
"Gaffelsteig 5, Grünau (Köpenick), Berlin","28,00 - 98,00 m²",Auf Anfrage,,146.000 - 519.800 €
"Mitte (Mitte), Berlin","77,88 m²",2 Zi.2,"['Einbauküche', 'Keller']",499.900 €
"Mahlsdorfer Strasse 7, Köpenick (Köpenick), Berlin","100,53 m²",3 Zi.3,"['Provisionsfrei*', 'Gäste-WC']",548.000 €
"Walter-Linse-Str. 13a, Lichterfelde (Steglitz), Berlin","123,83 m²",5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', '+1']",549.500 €
"Conrad-Blenkle-Str. 29, Prenzlauer Berg (Prenzlauer Berg), Berlin","38,00 - 118,00 m²",2021,,249.900 - 1.310.900 €
"May-Ayim-Ufer 6, Kreuzberg (Kreuzberg), Berlin","46,94 m²",2 Zi.2,,314.498 €
"Mahlsdorfer Strasse 7, Köpenick (Köpenick), Berlin","131,13 m²",4 Zi.4,"['Provisionsfrei*', 'Balkon/Terrasse', '+1']",681.000 €
"Clayallee 225E, Zehlendorf (Zehlendorf), Berlin","80,00 - 242,00 m²",Sommer 2019,,500.000 - 1.700.000 €
"Schlüterstr. 77, Charlottenburg (Charlottenburg), Berlin","123,56 m²",3 Zi.3,"['Balkon/Terrasse', 'Gäste-WC', '+1']",875.000 €
"Spandau (Spandau), Berlin",65 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug']",139.000 €
"Mitte (Mitte), Berlin",224 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",2.920.000 €
"Buckow (Neukölln), Berlin",73 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",268.000 €
"Mitte (Mitte), Berlin",25 m²,1 Zi.1,"['Balkon/Terrasse', 'Keller', 'Aufzug', '+1']",175.000 €
"Tiergarten (Tiergarten), Berlin",120 m²,3 Zi.3,"['Einbauküche', 'Keller', 'Aufzug']",950.000 €
"Seelingstraße xxx, Charlottenburg (Charlottenburg), Berlin","41,47 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",151.000 €
"Beusselstraße xxx, Tiergarten (Tiergarten), Berlin","36,4 m²",1 Zi.1,"['Provisionsfrei*', 'Balkon/Terrasse']",74.000 €
"Hellersdorf (Hellersdorf), Berlin","54,67 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug']",150.000 €
"Mitte (Mitte), Berlin","77,77 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Aufzug']",525.000 €
"Lichterfelde (Steglitz), Berlin",232 m²,5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Aufzug', '+1']",990.000 €
"Wildmeisterdamm 256-260, Buckow (Neukölln), Berlin","55,00 - 88,00 m²",2020,,249.500 - 499.500 €
"Binzstr. 53, 53 A, Pankow (Pankow), Berlin",74 m²,2 Zi.2,,281.200 €
"Schützenstr. 16, Steglitz (Steglitz), Berlin","115,04 m²",4 Zi.4,"['Balkon/Terrasse', 'Aufzug']",419.800 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin",94 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",795.000 €
"Kaiserin-Augusta-Allee 86c, Charlottenburg (Charlottenburg), Berlin",40 m²,"1,5 Zi.1,5","['Balkon/Terrasse', 'Einbauküche', 'Keller']",199.000 €
"Alt Moabit 73a, Tiergarten (Tiergarten), Berlin",58 m²,2 Zi.2,,269.000 €
"Treptow (Treptow), Berlin",90 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",675.000 €
"Grunewald (Wilmersdorf), Berlin",135 m²,5 Zi.5,"['Balkon/Terrasse', 'Gäste-WC', 'Aufzug']",650.000 €
"Ravenéstr. 7, Wedding (Wedding), Berlin",110 m²,4 Zi.4,"['Balkon/Terrasse', 'Keller']",490.000 €
"Friedrichshain (Friedrichshain), Berlin",161 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",1.195.000 €
"Kaulsdorf (Hellersdorf), Berlin","51,38 m²",2 Zi.2,['Balkon/Terrasse'],180.000 €
"Zehlendorf (Zehlendorf), Berlin",53 m²,"2,5 Zi.2,5","['Balkon/Terrasse', 'Einbauküche', 'Keller']",199.000 €
"Lichterfelde (Steglitz), Berlin",93 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",350.000 €
"Rigaer Straße 59, Friedrichshain (Friedrichshain), Berlin",100 m²,4 Zi.4,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+3']",699.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","94,42 m²",3 Zi.3,['Aufzug'],695.000 €
"Adlershof (Treptow), Berlin",58 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Gäste-WC']",175.000 €
"Buch (Pankow), Berlin","48,44 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",149.900 €
"Charlottenburg (Charlottenburg), Berlin","68,55 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",219.900 €
"Pankow (Pankow), Berlin",93 m²,3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Gäste-WC']",684.000 €
"Charlottenburg (Charlottenburg), Berlin",69 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",199.900 €
"Mitte (Mitte), Berlin",69 m²,2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",449.000 €
"Lichterfelde (Steglitz), Berlin","110,06 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",435.000 €
"Corinthstr. 28, Friedrichshain (Friedrichshain), Berlin","39,51 m²",2 Zi.2,,199.000 €
"Ebertystraße 54, Friedrichshain (Friedrichshain), Berlin","108,21 m²",3 Zi.3,['Balkon/Terrasse'],442.500 €
"Ebertystraße 54, Friedrichshain (Friedrichshain), Berlin","74,82 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",362.700 €
"Ebertystraße 54, Friedrichshain (Friedrichshain), Berlin","109,17 m²",3 Zi.3,['Balkon/Terrasse'],457.300 €
"Ebertystraße 54, Friedrichshain (Friedrichshain), Berlin","76,25 m²",2 Zi.2,['Balkon/Terrasse'],327.700 €
"Ebertystraße 54, Friedrichshain (Friedrichshain), Berlin","38,7 m²",1 Zi.1,['Balkon/Terrasse'],190.600 €
"Ebertystraße 54, Friedrichshain (Friedrichshain), Berlin","39,46 m²",1 Zi.1,['Keller'],198.200 €
"Ebertystraße 54, Friedrichshain (Friedrichshain), Berlin","39,46 m²",1 Zi.1,['Balkon/Terrasse'],202.200 €
"Ebertystraße 54, Friedrichshain (Friedrichshain), Berlin","104,51 m²",4 Zi.4,['Balkon/Terrasse'],511.100 €
"Spielhagenstraße 8, Charlottenburg (Charlottenburg), Berlin","69,00 - 147,00 m²",Q3 2021,,453.000 - 1.480.000 €
"Tempelhofer Weg 13-24, Schöneberg (Schöneberg), Berlin","52,00 - 108,00 m²",2021,,372.900 - 416.900 €
"Urbanstraße 36b, Kreuzberg (Kreuzberg), Berlin","53,86 m²",2 Zi.2,['Provisionsfrei*'],299.000 €
"Niederschönhausen (Pankow), Berlin","80,00 - 130,00 m²",Sommer 2020,,398.900 - 722.000 €
"Charlottenburg (Charlottenburg), Berlin",68 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",320.000 €
"Lichterfelde (Steglitz), Berlin",62 m²,2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug']",195.000 €
"Kreuzberg (Kreuzberg), Berlin","101,35 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Aufzug']",899.900 €
"Kreuzberg (Kreuzberg), Berlin",96 m²,4 Zi.4,"['Einbauküche', 'Keller']",580.000 €
"Neukölln (Neukölln), Berlin","64,03 m²","2,5 Zi.2,5",['Provisionsfrei*'],200.800 €
"Neukölln (Neukölln), Berlin","66,08 m²","2,5 Zi.2,5","['Provisionsfrei*', 'Balkon/Terrasse']",225.730 €
"Weißensee (Weißensee), Berlin","76,89 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",260.000 €
"Weißensee (Weißensee), Berlin","76,89 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",260.000 €
"Schillerstraße  10, Niederschönhausen (Pankow), Berlin","55,34 m²",2 Zi.2,['Aufzug'],182.622 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","54,1 m²",2 Zi.2,,250.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","56,76 m²",2 Zi.2,,350.000 €
"Prenzlauer Allee 33, Prenzlauer Berg (Prenzlauer Berg), Berlin","50,65 m²",1 Zi.1,"['Einbauküche', 'Aufzug']",304.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","53,89 m²",2 Zi.2,['Keller'],340.000 €
"Friedenau (Schöneberg), Berlin","52,9 m²",2 Zi.2,"['Balkon/Terrasse', 'Aufzug']",333.270 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","189,67 m²",5 Zi.5,"['Balkon/Terrasse', 'Einbauküche', 'Keller', '+2']",1.500.000 €
"Friedenau (Schöneberg), Berlin",52 m²,2 Zi.2,"['Balkon/Terrasse', 'Aufzug']",299.000 €
"Friedenau (Schöneberg), Berlin","84,3 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller', 'Aufzug']",531.090 €
"Friedenau (Schöneberg), Berlin","50,4 m²",2 Zi.2,"['Balkon/Terrasse', 'Garten', 'Keller', '+1']",290.120 €
"Tegel (Reinickendorf), Berlin","113,42 m²",3 Zi.3,"['Balkon/Terrasse', 'Keller']",390.000 €
"Charlottenburg (Charlottenburg), Berlin","68,19 m²",2 Zi.2,"['Balkon/Terrasse', 'Aufzug']",359.000 €
"Lichterfelde (Steglitz), Berlin",153 m²,4 Zi.4,"['Balkon/Terrasse', 'Aufzug']",669.000 €
"Tharandter Straße 1, Wilmersdorf (Wilmersdorf), Berlin","55,84 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Aufzug']",203.000 €
"Tharandter Straße 1, Wilmersdorf (Wilmersdorf), Berlin","57,1 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Aufzug']",225.000 €
"Tharandter Straße 1, Wilmersdorf (Wilmersdorf), Berlin","58,01 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",320.000 €
"Tharandter Straße 1, Wilmersdorf (Wilmersdorf), Berlin","55,4 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",212.000 €
"Prinzregentenstraße 10, Wilmersdorf (Wilmersdorf), Berlin","56,48 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Aufzug']",209.000 €
"Prinzregentenstraße 10, Wilmersdorf (Wilmersdorf), Berlin","56,65 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",215.000 €
"Prinzregentenstraße 10, Wilmersdorf (Wilmersdorf), Berlin","56,65 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",220.000 €
"Prinzregentenstraße 10, Wilmersdorf (Wilmersdorf), Berlin","56,72 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",320.000 €
"Prinzregentenstraße 10, Wilmersdorf (Wilmersdorf), Berlin","55,21 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller', '+1']",203.000 €
"Pascalstraße 18, Charlottenburg (Charlottenburg), Berlin","65,78 m²",2 Zi.2,['Provisionsfrei*'],286.000 €
"Wilmersdorf (Wilmersdorf), Berlin","44,3 m²",1 Zi.1,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",193.500 €
"Zähringer Strasse 28a, Wilmersdorf (Wilmersdorf), Berlin","65,1 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",286.500 €
"Wedding (Wedding), Berlin","62,28 m²",2 Zi.2,"['Provisionsfrei*', 'Keller']",223.000 €
"Wedding (Wedding), Berlin","75,76 m²",3 Zi.3,"['Provisionsfrei*', 'Keller']",284.000 €
"Parkstraße 108, Weißensee (Weißensee), Berlin","66,34 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",301.000 €
"Konstanzer Strasse 54, Wilmersdorf (Wilmersdorf), Berlin","54,3 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Aufzug']",336.500 €
"Zähringer Strasse 28a, Wilmersdorf (Wilmersdorf), Berlin","65,1 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",305.500 €
"Neukölln (Neukölln), Berlin",62 m²,2 Zi.2,"['Einbauküche', 'Garten', 'Keller']",372.000 €
"Konstanzer Straße 54, Wilmersdorf (Wilmersdorf), Berlin","74,85 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",379.500 €
"Pannierstraße 20, Neukölln (Neukölln), Berlin","69,25 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse']",462.000 €
"Pannierstraße 20, Neukölln (Neukölln), Berlin","92,47 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse']",615.000 €
"Parkstraße 108, Weißensee (Weißensee), Berlin","47,16 m²",1 Zi.1,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",228.000 €
"Warschauer Straße 81, Friedrichshain (Friedrichshain), Berlin","52,75 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",225.000 €
"Gotenstraße 80, Schöneberg (Schöneberg), Berlin","94,22 m²",3 Zi.3,"['Provisionsfrei*', 'Keller']",370.500 €
"Konstanzer Strasse 54, Wilmersdorf (Wilmersdorf), Berlin",67 m²,2 Zi.2,"['Provisionsfrei*', 'Einbauküche', 'Keller']",320.500 €
"Warschauer Straße 81, Friedrichshain (Friedrichshain), Berlin","93,77 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",383.000 €
"Warschauer Straße 81, Friedrichshain (Friedrichshain), Berlin","66,83 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Keller']",280.000 €
"Zähringer Strasse 28a, Wilmersdorf (Wilmersdorf), Berlin",68 m²,2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+1']",297.500 €
"Friedrichsfelde (Lichtenberg), Berlin",41 m²,"1,5 Zi.1,5","['Balkon/Terrasse', 'Einbauküche', 'Keller', '+1']",220.000 €
"Zachertstraße 8, Friedrichsfelde (Lichtenberg), Berlin","85,02 m²",4 Zi.4,"['Provisionsfrei*', 'Keller']",276.200 €
"Mariendorfer Weg 40, Neukölln (Neukölln), Berlin","78,71 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse', 'Aufzug']",385.000 €
"Mariendorfer Weg 39, Neukölln (Neukölln), Berlin","57,36 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Aufzug']",275.000 €
"Urbanstraße 36, Kreuzberg (Kreuzberg), Berlin","91,69 m²",3 Zi.3,"['Provisionsfrei*', 'Balkon/Terrasse']",535.000 €
"Fregestraße 9, Friedenau (Schöneberg), Berlin","111,14 m²",4 Zi.4,['Balkon/Terrasse'],549.000 €
"Wedding (Wedding), Berlin",73 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",290.000 €
"Prenzlauer Berg (Prenzlauer Berg), Berlin","51,6 m²",2 Zi.2,['Keller'],240.000 €
"Mariendorf (Tempelhof), Berlin","59,44 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller']",199.500 €
"Charlottenburg (Charlottenburg), Berlin",72 m²,"2,5 Zi.2,5","['Einbauküche', 'Keller', 'Gäste-WC']",375.000 €
"Friedrichshain (Friedrichshain), Berlin","76,86 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug', '+1']",539.000 €
"Friedrichshain (Friedrichshain), Berlin","76,86 m²",2 Zi.2,"['Balkon/Terrasse', 'Keller', 'Aufzug', '+1']",539.000 €
"Steglitz (Steglitz), Berlin",160 m²,5 Zi.5,"['Balkon/Terrasse', 'Gäste-WC']",895.000 €
"Burggrafenstraße 14, Tiergarten (Tiergarten), Berlin","55,27 m²",2 Zi.2,"['Provisionsfrei*', 'Balkon/Terrasse', 'Einbauküche', '+2']",310.000 €
"Zehlendorf (Zehlendorf), Berlin",78 m²,3 Zi.3,"['Balkon/Terrasse', 'Garten', 'Keller', '+1']",559.000 €
"Grunewald (Wilmersdorf), Berlin",177 m²,3 Zi.3,"['Balkon/Terrasse', 'Einbauküche', 'Garten', '+2']",1.325.000 €
"Weißensee (Weißensee), Berlin","44,02 m²",2 Zi.2,"['Balkon/Terrasse', 'Einbauküche', 'Keller']",170.000 €
"Köpenicker Str. 167, Kreuzberg (Kreuzberg), Berlin","104,08 m²",3 Zi.3,['Provisionsfrei*'],595.000 €
